id,comment_text,argument_text,label
414721677arg1,"No.  Those words were intentionally left out by the Founders of this Nation and not inserted until the 1950's, I believe.  By inserting those words, we breach the separation of church and state, ostracize citizens who don't believe in a god, and essentially turn this into a 'Christian' nation.  The colonists emigrated from their homelands to get away from religious persecution and 'religious slavery'.  The words under God were intentionally left out, wrongfully inserted, and should be removed to return us to the American way.",Separation of state and religion,5
414721677arg2,"No.  Those words were intentionally left out by the Founders of this Nation and not inserted until the 1950's, I believe.  By inserting those words, we breach the separation of church and state, ostracize citizens who don't believe in a god, and essentially turn this into a 'Christian' nation.  The colonists emigrated from their homelands to get away from religious persecution and 'religious slavery'.  The words under God were intentionally left out, wrongfully inserted, and should be removed to return us to the American way.",Removing under god would promote religious tolerance,5
414721677arg3,"No.  Those words were intentionally left out by the Founders of this Nation and not inserted until the 1950's, I believe.  By inserting those words, we breach the separation of church and state, ostracize citizens who don't believe in a god, and essentially turn this into a 'Christian' nation.  The colonists emigrated from their homelands to get away from religious persecution and 'religious slavery'.  The words under God were intentionally left out, wrongfully inserted, and should be removed to return us to the American way.",Under God  is part of American tradition and history,1
414721771arg6,"It does not reflect my beliefs, no many peoples beliefs.  It supports only a theistic god, but perhaps I believe in Buddah or others?  Thus this is also unconstitutional.",America is based on democracy and the pledge should reflect the belief of the American majority.,2
414721878arg1,"The words under god should not be aloud in the pledge. It is a direct violation to the church-state seperation and our freedom of religion. Saying those words is simply and honestly stating that we are ONE NATION UNDER GOD. In fact, we are not at all. And yes we could just not say it, but speaking from a student's point of view, it makes me very uncomfortable to stay seated because I have no belief in a god.( or just stand and say nothing, etc..)  And, also, it doesn't make it right just because most of the united states is a deity believer. If most americans thought it would be cool to kill a bunch of African Americans.... you can't do it. if a majority wants to violate our religious rights... you cant do it.",Separation of state and religion,5
414721890arg6,"The phrase under God should not be incorporated into the Pledge of Allegiance. This country was not founded upon Christianity, as many people conceitedly think. This nation was founded upon freedom, or the pursuit of such. The First Amendment directly prohibits the government from upholding a specific religion. Doesn't the phrase under God imply to someone that our country is Christian? Wouldn't that make us a body of hypocrites? Besides, what happened to the phrase majority rules, minority rights? Yes, there are lots of Christians in this country. Yes, their religion does fuel some of their actions. But that does not mean that the rest of us - Hindus, homosexuals, non-religious individuals - do not exist anymore. We're still here, and we still have rights.",America is based on democracy and the pledge should reflect the belief of the American majority.,1
414721802arg6,"Absolutely, this is part of America, not to mention 76-80% of U.S. citizens are Christian and believe in God.",America is based on democracy and the pledge should reflect the belief of the American majority.,5
414721682arg1,"A pledge is something you should say only if you mean it. That is the whole purpose of a pledge or an oath. So the words Under God immediately undermine the promise someone has made if they worship multiple gods, Goddess, no god, a whole pantheon, or any deity that does not go by the name of God.  If I'm going to pledge to my country, I want to mean every word I say, and I can't if I do not believe in/worship God",Separation of state and religion,4
414721873arg1,"The word God evokes lots of emotions and is interpreted differently by different people. It has a reference to religion/church to many, and there is separation of church and state in our country. This violates that. I don't see why it's needed, and it just caused division.",Separation of state and religion,5
414721739arg2,I do believe that under God should be left in the US Pledge of Allegiance.  Our Country was founded by those that wanted the freedom to worship God in what ever way that they wanted to with out be persecuted.  Those that did not believe were also left alone.  This great country was a garden for those that came here and we need to keep that way less we turn our nation into a desert like the middle east.,Removing under god would promote religious tolerance,2
414721739arg3,I do believe that under God should be left in the US Pledge of Allegiance.  Our Country was founded by those that wanted the freedom to worship God in what ever way that they wanted to with out be persecuted.  Those that did not believe were also left alone.  This great country was a garden for those that came here and we need to keep that way less we turn our nation into a desert like the middle east.,Under God  is part of American tradition and history,4
414721733arg1,"God has ordained the concept of government; read your Bible.  Our nation was founded because people wanted to further God's word and honor Him.  Read the May Flower Compact, the original one, not the one that this culture has re-written.  We as a nation have strayed far away from God and are re-writing history, writing God out of it.   We as a nation need to take heed, come back to our founding principals before it is too late and God removes our lampstand (Revelations chapters 2  3).",Separation of state and religion,2
414721733arg3,"God has ordained the concept of government; read your Bible.  Our nation was founded because people wanted to further God's word and honor Him.  Read the May Flower Compact, the original one, not the one that this culture has re-written.  We as a nation have strayed far away from God and are re-writing history, writing God out of it.   We as a nation need to take heed, come back to our founding principals before it is too late and God removes our lampstand (Revelations chapters 2  3).",Under God  is part of American tradition and history,5
414721770arg6,"NO. What if someone in school is part of a religion that doesn't believe in god? What if the teachers force them to say it? Even ENCOURAGING it in a public school, is by definition, against the law, as you aren't allowed to **preach** religion in public schools!",America is based on democracy and the pledge should reflect the belief of the American majority.,2
414721881arg1,"The Pledge of Allegiance, in its current form, is a throwback to the days of the Cold War and the ideological fight against the godless Soviet Union.  Even though I wasn't around for the Cold War, I understand why under God was added, mostly to say This is America, not the Soviet Union!  We're better because we believe in God!  Similar reasoning applies for making the national motto In God We Trust.  What, exactly, does people trusting in God say about the US as a country?  Looking at it from a secular point of view, I think that's an inferior motto to E Pluribus Unum, which sums up this country perfectly.  Lots of people don't believe in the Judeo-Christian deity, and not just the nonreligious.  Is the government calling all of those people unpatriotic?  The answer is definitely yes.  Here's a simple test:  Try replacing it with under Allah or under Vishnu.  Think that's any different?  It's not.  Same message, just aimed at different groups.  From the Bible Belt, here's a vote to get under God out of the Pledge, and for E Pluribus Unum as the motto.",Separation of state and religion,5
414721881arg2,"The Pledge of Allegiance, in its current form, is a throwback to the days of the Cold War and the ideological fight against the godless Soviet Union.  Even though I wasn't around for the Cold War, I understand why under God was added, mostly to say This is America, not the Soviet Union!  We're better because we believe in God!  Similar reasoning applies for making the national motto In God We Trust.  What, exactly, does people trusting in God say about the US as a country?  Looking at it from a secular point of view, I think that's an inferior motto to E Pluribus Unum, which sums up this country perfectly.  Lots of people don't believe in the Judeo-Christian deity, and not just the nonreligious.  Is the government calling all of those people unpatriotic?  The answer is definitely yes.  Here's a simple test:  Try replacing it with under Allah or under Vishnu.  Think that's any different?  It's not.  Same message, just aimed at different groups.  From the Bible Belt, here's a vote to get under God out of the Pledge, and for E Pluribus Unum as the motto.",Removing under god would promote religious tolerance,5
414721881arg3,"The Pledge of Allegiance, in its current form, is a throwback to the days of the Cold War and the ideological fight against the godless Soviet Union.  Even though I wasn't around for the Cold War, I understand why under God was added, mostly to say This is America, not the Soviet Union!  We're better because we believe in God!  Similar reasoning applies for making the national motto In God We Trust.  What, exactly, does people trusting in God say about the US as a country?  Looking at it from a secular point of view, I think that's an inferior motto to E Pluribus Unum, which sums up this country perfectly.  Lots of people don't believe in the Judeo-Christian deity, and not just the nonreligious.  Is the government calling all of those people unpatriotic?  The answer is definitely yes.  Here's a simple test:  Try replacing it with under Allah or under Vishnu.  Think that's any different?  It's not.  Same message, just aimed at different groups.  From the Bible Belt, here's a vote to get under God out of the Pledge, and for E Pluribus Unum as the motto.",Under God  is part of American tradition and history,1
414721772arg6,"This country was founded upon principles of free conscience. Citizens of the United States have the full right to support whichever philosophies they desire, even if these philosophies espouse atheism. It is not our character as a nation to corner others in proclaiming a belief in a deity they do not support. Patriotism and deism are not related affections, and it is the right of no one to suddenly interweave the two.",America is based on democracy and the pledge should reflect the belief of the American majority.,2
414721990arg5,"The phrase 'under God' acts as a limit on what is otherwise an unlimited promise of allegiance to a state. Without 'under God' the pledge becomes a promise to support whatever the current policies of the government are. With 'under God' included, I can comfortably recite the pledge knowing that when the government adopts some policy that is contrary to the 'Laws of Nature and of Nature's God' I can reject the policy without breaking my promise. Unlimited allegiance to a state is not a good thing, as the historic examples of World War II show us. The United States is not guiltless on this score either. In my own life the government has carried laws on the books that were unfair to blacks, to women, to the native inhabitants of this continent. Our current policy on interrogation by torture of supposed enemy combatants seems to be another example. &lt;br&gt;&lt;br&gt;The greatest danger to the exercise of any freedom, religious or otherwise, is the unchecked power of the organized state. The phrase 'under God' acts as a check on that authority. It is a little reminder to those who might tend to abuse their position that I will not blindly act based on state dictates but will apply other standards when deciding my own actions.",Implies ultimate power on the part of the state,5
414721657arg1,"I grew up with a Pledge that did not include under God in it. I was always happy to say that Pledge, which had great meaning for me.  However, somewhere along the way, under God was added and I then became embarrassed to say the Pledge because I thought that under God did not belong there. We are a country with the separation of church and state (thank God, because I believe in God) and for me, having under God in the Pledge belies that fact. If I am now ever in a situation that includes reciting the Pledge, I will of course do so but without saying those two words. The Pledge should belong to all of us and with the words under God in it, I do not think it does. Respectfully submitted.",Separation of state and religion,5
414721657arg3,"I grew up with a Pledge that did not include under God in it. I was always happy to say that Pledge, which had great meaning for me.  However, somewhere along the way, under God was added and I then became embarrassed to say the Pledge because I thought that under God did not belong there. We are a country with the separation of church and state (thank God, because I believe in God) and for me, having under God in the Pledge belies that fact. If I am now ever in a situation that includes reciting the Pledge, I will of course do so but without saying those two words. The Pledge should belong to all of us and with the words under God in it, I do not think it does. Respectfully submitted.",Under God  is part of American tradition and history,1
414721928arg1,"of course it should stay, we built this nation in the sight of god and christianity, just because we include under god, in the pledge doesnt mean the government is trying to push religion on people, they created the pledge and hasnt been an issue until people became somehow sensititve, it is not big deal that they include it.",Separation of state and religion,2
414721951arg1,"Since it is a governmental thing, then no.  I'm OK with it being there, though.  It's a bit of a trivial matter.  Where does NBC get of censoring what was supposed to be a newscast?",Separation of state and religion,4
414721875arg1,our nation is not a Christian nation as many of the pros have stated we are a diverse nation with multiple religions who practice Judaism Islamic buddism and Hinduism.we even have people here who believe there is no god at all.if the us declared itself a Christian nation we would alienate multiple different cultures existing in the us. we would imply that every in the Christian bible represents the beliefs of our entire nation.the problem that people are having with the under god part of the pledge isn't really the words in it but the potiental future those words could lead us to.it never even specifies in the pledge which god they are talking about the pros are just implying its the Christian god.I could name a million different gods if you asked me.the words really should be removed.it just allows religion to weed its way around the legal issue of church and state further.any implication of religion including in the pledge should be removed. it just creates to many assumptions and prevents us from not imposing our beliefs on others.we need to accept that not everyone is Christian and not everyone believes in god.im an atheist but im not any less moral.i think as a society we can move away from religion in legal issues.,Separation of state and religion,5
414721875arg2,our nation is not a Christian nation as many of the pros have stated we are a diverse nation with multiple religions who practice Judaism Islamic buddism and Hinduism.we even have people here who believe there is no god at all.if the us declared itself a Christian nation we would alienate multiple different cultures existing in the us. we would imply that every in the Christian bible represents the beliefs of our entire nation.the problem that people are having with the under god part of the pledge isn't really the words in it but the potiental future those words could lead us to.it never even specifies in the pledge which god they are talking about the pros are just implying its the Christian god.I could name a million different gods if you asked me.the words really should be removed.it just allows religion to weed its way around the legal issue of church and state further.any implication of religion including in the pledge should be removed. it just creates to many assumptions and prevents us from not imposing our beliefs on others.we need to accept that not everyone is Christian and not everyone believes in god.im an atheist but im not any less moral.i think as a society we can move away from religion in legal issues.,Removing under god would promote religious tolerance,5
414721688arg1,"Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof;  The idea of a single God is opposed to ideas of polytheistic religions and those who have no belief in a creator. Although the pledge not mandatory but is a law under the Flag Code, the phrase under God praises the ideas of some the religions that are set with the idea of a single God.",Separation of state and religion,5
414721688arg2,"Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof;  The idea of a single God is opposed to ideas of polytheistic religions and those who have no belief in a creator. Although the pledge not mandatory but is a law under the Flag Code, the phrase under God praises the ideas of some the religions that are set with the idea of a single God.",Removing under god would promote religious tolerance,4
414721649arg1,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Separation of state and religion,4
414721649arg2,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Removing under god would promote religious tolerance,5
414721879arg1,"Well, i think that no religious statement should be included in the Pledge of Allegiance. When people refer to any religion, they should be in the situation in which they respect and follow that specific God or Goddess (whichever, one or more) and remain in the boundaries of supporting the land in which they created. If, for example, the U.S is considered a religious country, then if they speak about God, they should consider thinking about what God does for his people, not only what he chooses for being wishy-washy. He can't prohibit something the U.S for being different or because something looks bad or inappropriate as some might say. You can't talk about a specific religion unless you truly understand it, it's not logic for anyone to think like that.",Separation of state and religion,4
414721924arg2,"Instead of taking out 'under god,' ADD, 'or not' which gives us 'UNDER GOD OR NOT.' This way their god is in The Pledge so they can't complain of discrimination, we atheists are in there, and children are being taught about choice of belief, inclusion, and tolerance! &lt;br&gt;&lt;br&gt;'I pledge allegiance to the Flag of the United States of America and to the Republic for which it stands, one nation under God or not, indivisible, with liberty and justice for all.'",Removing under god would promote religious tolerance,2
414721925arg2,"I'm an atheist and think that many people over react to the words Under God. I think there are many admiral qualities religion in America has to offer even those without a belief in God. I am trying to be tolerant of my Christian, Jewish, Muslim, and other friends just as they have been tolerant of me and my ideals. I personal don't feel insulted by the inclusion of those words. I also don't think they are meant to combine the words believer and patriot. I say the pledge just like any other God fearing American would even though I don't  have the faith in a higher being that my friends have. I think that for atheists God can be translated into, possibly, a higher purpose or a set of ideals that better us without the need for a particular religion. I just hope that everyone in America can get along, stop being offended by every little thing, and stop fighting over such a silly debate.",Removing under god would promote religious tolerance,2
414721836arg6,Majority supports the phrase as do I.,America is based on democracy and the pledge should reflect the belief of the American majority.,5
414721764arg6,i  am a high school student and they still make us say the pledge.. i am atheist and i feel that just because my founding fathers believed in god and changed the pledge for their beliefs why should say it when its their beliefs and not mine.. i suggest that they should just change it back,America is based on democracy and the pledge should reflect the belief of the American majority.,2
414721713arg1,"I believe that since this country was founded under God why should we take that out of the pledge? Men and women have fought and gave their lives for this country, so that way we can have freedom and be able to have God in our lives. And since this country was founded under God and the Ten Commandments in mind, it needs to stay in. If it offends you well I am sorry but get out of this country!",Separation of state and religion,1
414721713arg3,"I believe that since this country was founded under God why should we take that out of the pledge? Men and women have fought and gave their lives for this country, so that way we can have freedom and be able to have God in our lives. And since this country was founded under God and the Ten Commandments in mind, it needs to stay in. If it offends you well I am sorry but get out of this country!",Under God  is part of American tradition and history,5
414721872arg1,"I am high school atheist and this under god in the pledge has always been a negative thing for me. People tend to judge atheists and by omitting that it shows that I am a atheist and jugged. Congress shall make no law holding one religion over another, this clearly favors the christian god over a atheists idea or a muslim deity.Even though the pledge doesn't specify which God America is under, it still discriminates against Atheists. We have a separation of Church and State. The words Under God were not even part of the original pledge and were added in the 50's due an unfounded fear of Communism. No child should be indoctrinated into believing in a God by a State run school.",Separation of state and religion,5
414721872arg2,"I am high school atheist and this under god in the pledge has always been a negative thing for me. People tend to judge atheists and by omitting that it shows that I am a atheist and jugged. Congress shall make no law holding one religion over another, this clearly favors the christian god over a atheists idea or a muslim deity.Even though the pledge doesn't specify which God America is under, it still discriminates against Atheists. We have a separation of Church and State. The words Under God were not even part of the original pledge and were added in the 50's due an unfounded fear of Communism. No child should be indoctrinated into believing in a God by a State run school.",Removing under god would promote religious tolerance,4
414721872arg3,"I am high school atheist and this under god in the pledge has always been a negative thing for me. People tend to judge atheists and by omitting that it shows that I am a atheist and jugged. Congress shall make no law holding one religion over another, this clearly favors the christian god over a atheists idea or a muslim deity.Even though the pledge doesn't specify which God America is under, it still discriminates against Atheists. We have a separation of Church and State. The words Under God were not even part of the original pledge and were added in the 50's due an unfounded fear of Communism. No child should be indoctrinated into believing in a God by a State run school.",Under God  is part of American tradition and history,1
414721741arg1,"I believe the words 'under God' should remain in our pledge. This country was founded on solid Christian principals. We have been blessed and became a great nation because we believed and lived up to these principals. The farther we get from our source of greatness which is God, the more morally corrupt we become. Our nation is being destroyed from within as we continue to take God out of our lives.",Separation of state and religion,2
414721741arg3,"I believe the words 'under God' should remain in our pledge. This country was founded on solid Christian principals. We have been blessed and became a great nation because we believed and lived up to these principals. The farther we get from our source of greatness which is God, the more morally corrupt we become. Our nation is being destroyed from within as we continue to take God out of our lives.",Under God  is part of American tradition and history,5
414721956arg3,"These words are a part of our society and have been so since long before any of us was ever born. So why do people wish to change it? I cannot answer this, but i do know that i wish for things to change in a way to help society instead of fighting amongst ourselves. We as citizens should fix America not split it apart!",Under God  is part of American tradition and history,5
414721922arg1,"I believe the words 'under God' should remain in our pledge. This country was founded on solid Christian principals. We have been blessed and became a great nation because we believed and lived up to these principals. The farther we get from our source of greatness which is God, the more morally corrupt we become. Our nation is being destroyed from within as we continue to take God out of our lives.",Separation of state and religion,2
414721669arg1,"I am CON because the statement Under God was only put into the pledge because the US is deemed a christian nation. This is untrue. Just because our country has a high rate of christians doesnt mean we are a 'christian nation'. The US has a significant amount of people who arent religious, and that amount is only growing. I think its wrong to have this saying in the pledge because we shouldnt speak for every person in the country. Also we have a separation of church and state for a reason.",Separation of state and religion,5
414721669arg2,"I am CON because the statement Under God was only put into the pledge because the US is deemed a christian nation. This is untrue. Just because our country has a high rate of christians doesnt mean we are a 'christian nation'. The US has a significant amount of people who arent religious, and that amount is only growing. I think its wrong to have this saying in the pledge because we shouldnt speak for every person in the country. Also we have a separation of church and state for a reason.",Removing under god would promote religious tolerance,4
414721669arg3,"I am CON because the statement Under God was only put into the pledge because the US is deemed a christian nation. This is untrue. Just because our country has a high rate of christians doesnt mean we are a 'christian nation'. The US has a significant amount of people who arent religious, and that amount is only growing. I think its wrong to have this saying in the pledge because we shouldnt speak for every person in the country. Also we have a separation of church and state for a reason.",Under God  is part of American tradition and history,2
414721766arg6,"The religious proponents who are invoking the founding fathers are gravely misinformed about the ideals and beliefs that shaped our country. Before you claim to know the their intentions, please learn more about Jefferson, Franklin,  Paine.  Read their essays (you might be surprised how relevant their work still is - not to mention beautifully written).  Indeed, most of our founding fathers claimed membership in one sect of Christianity or another. But how does that help your argument?  If they wanted to establish a theocracy, they would have done so.  Instead, they insisted upon a wall of separation between church and state.   In every country and every age, the priest has been hostile to liberty. He is always in alliance with the despot...they have perverted the purest religion ever preached to man into mystery and jargon, unintelligible to all mankind, and therefore the safer for their purposes. -Jefferson  Note the purest religion, yet still insisted against its influence in gov.  As an (for lack of better word  brevity) athiest, how am I to feel when confronted with the choice of reciting that which I do not believe or remaining silent? Why exclude millions of Americans? I suspect you simply do not want us - your loss.",America is based on democracy and the pledge should reflect the belief of the American majority.,2
414721800arg4,"The words 'under God' aren't hurting anyone. I don't see what's wrong with it being there. We are a Nation under God. WE are a Nation that has a Freedom of Religion. Everyone gets so offended by Merry Christmas and 'under God'. People get so offended by something that's not offensive. We can't say Merry Christmas because it offended people, now they want to take away 'under God'. What will we have left? Freedom of Religion, it applies to Christians too you know.",Likely to be seen as a state sanctioned condemnation of religion,4
414721848arg1,"I was in elementary school when under god was added to the pledge. I never added to my recitation of the pledge. This nation was founded on the basis of secularism. That was the intention of the Founding Fathers. Ever since, some zealous religious folks have tried to impose their agenda on others.  The insertion of under god into the US Pledge of Allegiance is such an example of their success in damaging this nation's moral integrity.  The US Pledge of Allegiance should not require citizens to accept Bronze-age mythology. The pledge should be, I pledge allegiance to the republic of the United States of America, one nation indivisible with liberty and justice for all. The pledge is not to a flag; it is to the republic. -- Howard Schulsinger (aka, Austin)&lt;br&gt;&lt;br&gt;...I contemplate with sovereign reverence that act of the whole American people which declared that their legislature should make no law respecting an establishment of religion, or prohibiting the free exercise thereof,  thus building a wall of separation between Church &amp; State. -- Thomas Jefferson &lt;br&gt;&lt;br&gt;Build up that wall. -- Christopher Hitchens",Separation of state and religion,5
414721848arg3,"I was in elementary school when under god was added to the pledge. I never added to my recitation of the pledge. This nation was founded on the basis of secularism. That was the intention of the Founding Fathers. Ever since, some zealous religious folks have tried to impose their agenda on others.  The insertion of under god into the US Pledge of Allegiance is such an example of their success in damaging this nation's moral integrity.  The US Pledge of Allegiance should not require citizens to accept Bronze-age mythology. The pledge should be, I pledge allegiance to the republic of the United States of America, one nation indivisible with liberty and justice for all. The pledge is not to a flag; it is to the republic. -- Howard Schulsinger (aka, Austin)&lt;br&gt;&lt;br&gt;...I contemplate with sovereign reverence that act of the whole American people which declared that their legislature should make no law respecting an establishment of religion, or prohibiting the free exercise thereof,  thus building a wall of separation between Church &amp; State. -- Thomas Jefferson &lt;br&gt;&lt;br&gt;Build up that wall. -- Christopher Hitchens",Under God  is part of American tradition and history,1
414721801arg6,"Yes, since the U.S.A. is not a communist, under God phrase should be there. Another reason is the forefathers of the U.S.A. are Christians. For the non-religious ones, we can tolerate them by letting them be quiet when the religious ones reciting the phrase under God.",America is based on democracy and the pledge should reflect the belief of the American majority.,4
414721655arg3,It is disgusting that people argue for this. You are wrong when you say our country was based on Christianity and the ten commandments. You are wrong when you say the founding fathers wanted it to be this way. When you argue that Under God should stay in the pledge you are arguing in defense of religious indoctrination and theocratic values.,Under God  is part of American tradition and history,1
414721737arg1,"Why is it always the minority that we must conform to and please? If 80% or more support the phrase under God and 20% or less do not, why should we get rid of it? God is the foundation of this country and the Pledge is a way to remind us all of that. If you dislike it so strongly, then either don't say it or move to another country where they do not say it.  Majority rules.",Separation of state and religion,2
414721737arg3,"Why is it always the minority that we must conform to and please? If 80% or more support the phrase under God and 20% or less do not, why should we get rid of it? God is the foundation of this country and the Pledge is a way to remind us all of that. If you dislike it so strongly, then either don't say it or move to another country where they do not say it.  Majority rules.",Under God  is part of American tradition and history,5
414721658arg1,"I understand why people want that phrase in there, I do. At the same time however, how in our day and age, with such a diverse group of subcultures within our great country, can we allow something that blatantly disregards all other deities believed in by other Americans? Yes, the majority of Americans may believe in Catholicism and thus not have a problem with the phrase, but being selfless for a second, instead of self-centered, taking those two words out makes a bit of a difference to those who do not believe in that specific deity or any at all. And if we're being honest, why does it matter so much to keep it in?      Some might think, I want it in because I am a devout Christian (or whatever) and I want to represent that in my daily life. But, you know what, that's what churches and other places of worship are for.      Last time I checked, being proud to be an American meant being proud to embrace everything America is built on, namely diversity. We are supposed to be a melting pot of cultures, but with such a phrase, how can we call ourselves truly diverse? I do not think it is bad, just with all of the different religions (and lack there of) it is out of date.",Separation of state and religion,4
414721658arg2,"I understand why people want that phrase in there, I do. At the same time however, how in our day and age, with such a diverse group of subcultures within our great country, can we allow something that blatantly disregards all other deities believed in by other Americans? Yes, the majority of Americans may believe in Catholicism and thus not have a problem with the phrase, but being selfless for a second, instead of self-centered, taking those two words out makes a bit of a difference to those who do not believe in that specific deity or any at all. And if we're being honest, why does it matter so much to keep it in?      Some might think, I want it in because I am a devout Christian (or whatever) and I want to represent that in my daily life. But, you know what, that's what churches and other places of worship are for.      Last time I checked, being proud to be an American meant being proud to embrace everything America is built on, namely diversity. We are supposed to be a melting pot of cultures, but with such a phrase, how can we call ourselves truly diverse? I do not think it is bad, just with all of the different religions (and lack there of) it is out of date.",Removing under god would promote religious tolerance,5
414721939arg3,it should stay in because it's part of our pledge it's there it's final get over it so what if your not christian you don't have to worship god but it states that this country was founded by christian who thought god watched over them,Under God  is part of American tradition and history,5
414721883arg6,"Just for whom does the flag wave anyway? The official pledge to it marginalizes many if not most with the 1954 addition of, One nation under God. When taking the enlistment oath, upon entry to the U.S. military we vets swore to defend the Constitution of the United States, not it's banner. As the 1st Amendment states, Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof;. Clearly the Constitution insures primarily freedom from religion and only secondarily freedom of religion.",America is based on democracy and the pledge should reflect the belief of the American majority.,2
414721769arg6,"I am CON because the statement Under God was only put into the pledge because the US is deemed a christian nation. This is untrue. Just because our country has a high rate of christians doesnt mean we are a 'christian nation'. The US has a significant amount of people who arent religious, and that amount is only growing. I think its wrong to have this saying in the pledge because we shouldnt speak for every person in the country. Also we have a separation of church and state for a reason.",America is based on democracy and the pledge should reflect the belief of the American majority.,1
414721942arg1,"The founding fathers based the constitution on the fact that God made all and that he is our leader, why should we take that away  over two words that thousands of people say everyday without thinking twice about saying the words Under God",Separation of state and religion,2
414721942arg3,"The founding fathers based the constitution on the fact that God made all and that he is our leader, why should we take that away  over two words that thousands of people say everyday without thinking twice about saying the words Under God",Under God  is part of American tradition and history,5
414721754arg6,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",America is based on democracy and the pledge should reflect the belief of the American majority.,2
414721662arg1,No. The first amendment clearly states Congress shall make no law respecting an establishment of religion So constitutionally no. And morally no! We were fonded on freedom of religion and the only reason this was enacted was to brainwash children of other religions into becoming christians.,Separation of state and religion,5
414721662arg3,No. The first amendment clearly states Congress shall make no law respecting an establishment of religion So constitutionally no. And morally no! We were fonded on freedom of religion and the only reason this was enacted was to brainwash children of other religions into becoming christians.,Under God  is part of American tradition and history,2
414721725arg1,"If you go up to an al-queda member and say Hey you, God doesn't exist. Your bombing buddies died for nothing and you stand for nothing, you'll get killed. Since the Holocausts, no one really wants to try to make fun of Jewish people or do anything to offend them in general. Not that they don't have a good reason, as it was a terrible thing. So we link this statement with the Christian God. However, when you say this, you are mocking Jews and Muslims as if their belief of God is inferior and not a threat to be dealt with. Seperation of church and state. Hey buddy, WHICH ONE! Why do we not act like the God said isn't one respected by all other religions. Athesism is not a religion, it is the absence of religion. Therefore, in no way is this a violation of the first Amendment as it includes all religions. Even polytheistic religions believe that their gods come together to form God.",Separation of state and religion,2
414721854arg2,"No, the words under God should not be included in the US Pledge of Allegiance because they are completely unnecessary and cause far too much contreversy for what they are worth. The pledge went without conflict until the 1950's, when a Catholic interest group convinced the President to add the words. It was only once the words were added that it became a problem. Then, the recitation of the pledge became wrong for many citizens as it was now more of a prayer, both to a monotheistic God and another idol which is banned in Judaism. Thus, more and more kids are being pressured into saying things that conflict with their religion in school because by not doing so, they are thought to be unpatriotic. This may seem like a pretty stupid analogy, but personally I think it explains the concept very well. This whole debate is like sandwiches and mayonaise. Some people may be allergic to Mayo. Some people may really enjoy aMayo on their sandwich. But the people who like the Mayo are able to eat the sandwitch without, while people who are allergic CAN'T eat the Mayo. This is like the under god debate because religious people can say the pledge without, but atheists or other conflictiong interests can't say the phrase. It should be removed",Removing under god would promote religious tolerance,4
414721854arg3,"No, the words under God should not be included in the US Pledge of Allegiance because they are completely unnecessary and cause far too much contreversy for what they are worth. The pledge went without conflict until the 1950's, when a Catholic interest group convinced the President to add the words. It was only once the words were added that it became a problem. Then, the recitation of the pledge became wrong for many citizens as it was now more of a prayer, both to a monotheistic God and another idol which is banned in Judaism. Thus, more and more kids are being pressured into saying things that conflict with their religion in school because by not doing so, they are thought to be unpatriotic. This may seem like a pretty stupid analogy, but personally I think it explains the concept very well. This whole debate is like sandwiches and mayonaise. Some people may be allergic to Mayo. Some people may really enjoy aMayo on their sandwich. But the people who like the Mayo are able to eat the sandwitch without, while people who are allergic CAN'T eat the Mayo. This is like the under god debate because religious people can say the pledge without, but atheists or other conflictiong interests can't say the phrase. It should be removed",Under God  is part of American tradition and history,1
414721886arg4,"'God' is not an irrefutable fact; it is a personal belief, a byproduct of religion which this country was founded on the freedom of, for, or none at all.  There is no proof of gods existence and religion and state MUST be separate in order for all US citizens to be included. Taking the phrase out would do absolutely no harm to any religion or practicing religious people in this country, but it would include every citizen without anyone or any belief system being disregarded, disrespected or left out.  That is why i feel it must be omitted from the pledge.",Likely to be seen as a state sanctioned condemnation of religion,1
414721886arg6,"'God' is not an irrefutable fact; it is a personal belief, a byproduct of religion which this country was founded on the freedom of, for, or none at all.  There is no proof of gods existence and religion and state MUST be separate in order for all US citizens to be included. Taking the phrase out would do absolutely no harm to any religion or practicing religious people in this country, but it would include every citizen without anyone or any belief system being disregarded, disrespected or left out.  That is why i feel it must be omitted from the pledge.",America is based on democracy and the pledge should reflect the belief of the American majority.,2
