id,text,label,present
ma110arg7,"Yes, yes, yes, yes.  I think we could save so much time and money just by treating Marijuana like a mixture of Cigarettes and Alcohol.  You don't smoke in public places.  You don't drive while under the influence.  And we can tax it. I'd bet it would still be cheaper than today. It wouldn't be such a risk to transport and sell, and more people would be doing it.",c-mind,0
ma110arg8,"Yes, yes, yes, yes.  I think we could save so much time and money just by treating Marijuana like a mixture of Cigarettes and Alcohol.  You don't smoke in public places.  You don't drive while under the influence.  And we can tax it. I'd bet it would still be cheaper than today. It wouldn't be such a risk to transport and sell, and more people would be doing it.",c-illegal,0
ma110arg9,"Yes, yes, yes, yes.  I think we could save so much time and money just by treating Marijuana like a mixture of Cigarettes and Alcohol.  You don't smoke in public places.  You don't drive while under the influence.  And we can tax it. I'd bet it would still be cheaper than today. It wouldn't be such a risk to transport and sell, and more people would be doing it.",c-crime,0
ma110arg10,"Yes, yes, yes, yes.  I think we could save so much time and money just by treating Marijuana like a mixture of Cigarettes and Alcohol.  You don't smoke in public places.  You don't drive while under the influence.  And we can tax it. I'd bet it would still be cheaper than today. It wouldn't be such a risk to transport and sell, and more people would be doing it.",c-addiction,0
ma110arg11,"Yes, yes, yes, yes.  I think we could save so much time and money just by treating Marijuana like a mixture of Cigarettes and Alcohol.  You don't smoke in public places.  You don't drive while under the influence.  And we can tax it. I'd bet it would still be cheaper than today. It wouldn't be such a risk to transport and sell, and more people would be doing it.",c-Other,0
ma111arg0,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",p-not_addictive,0
ma111arg1,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",p-medicine,1
ma111arg2,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",p-legal,0
ma111arg3,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",p-right,1
ma111arg4,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",p-no_damage,0
ma111arg5,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",p-Other,0
ma111arg6,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",c-health,0
ma111arg7,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",c-mind,0
ma111arg8,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",c-illegal,0
ma111arg9,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",c-crime,0
ma111arg10,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",c-addiction,0
ma111arg11,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",c-Other,0
ma114arg0,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",p-not_addictive,0
ma114arg1,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",p-medicine,0
ma114arg2,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",p-legal,0
ma114arg3,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",p-right,0
ma114arg4,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",p-no_damage,0
ma114arg5,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",p-Other,0
ma114arg6,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",c-health,0
ma114arg7,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",c-mind,0
ma114arg8,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",c-illegal,0
ma114arg9,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",c-crime,0
ma114arg10,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",c-addiction,0
ma114arg11,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",c-Other,1
ma115arg0,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",p-not_addictive,0
ma115arg1,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",p-medicine,1
ma115arg2,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",p-legal,1
ma115arg3,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",p-right,0
ma115arg4,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",p-no_damage,1
ma115arg5,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",p-Other,1
ma115arg6,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",c-health,0
